hr, targetSPN(difficulty), avgDelta (real difficulty), hrthres
99,-11.92087,0.2735398,107.6
99,-11.98681,0.2180401,107.6
99,-12.02694,0.3412207,107.6
98,-12.15886,0.4028091,107.6
98,-12.29325,0.4219932,107.6
98,-12.42123,0.4199772,107.6
98,-12.54601,0.4305773,107.6
98,-12.658,0.342999,107.6
98,-12.73799,0.2875998,107.6
98,-12.80198,0.3527786,107.6
98,-12.92996,0.2692695,107.6
98,-12.97476,0.2623451,107.6
98,-13.04835,0.258881,107.6
98,-13.12834,0.2223207,107.6
98,-13.17313,0.343361,107.6
98,-13.31391,0.4154893,107.6
99,-13.45756,0.4283352,107.6
99,-13.56936,0.4347563,107.6
99,-13.67543,0.4263587,107.6
99,-13.7901,0.4569881,107.6
98,-13.93175,0.4374727,107.6
98,-14.05014,0.3348367,107.6
98,-14.11413,0.2719086,107.6
98,-14.16852,0.356543,107.6
98,-14.29971,0.4104721,107.6
98,-14.43089,0.4258248,107.6
98,-14.56527,0.445113,107.6
98,-14.69005,0.3270449,107.6
98,-14.76364,0.2680127,107.6
98,-14.81164,0.366207,107.6
98,-14.95242,0.2875919,107.6
98,-15.01321,0.2598962,107.6
98,-15.074,0.3505387,107.6
99,-15.19932,0.4074681,107.6
99,-15.31686,0.4359328,107.6
99,-15.43726,0.438557,107.6
100,-15.54612,0.4282571,107.6
100,-15.63731,0.4579392,107.6
101,-15.75349,0.3334599,107.6
101,-15.79089,0.2828283,107.6
101,-15.8415,0.2575145,107.6
101,-15.8855,0.2216375,107.6
101,-15.9185,0.2385272,107.6
101,-15.9713,0.2237539,107.6
103,-16.00291,0.3440776,107.6
103,-16.07038,0.3810174,107.6
103,-16.12559,0.4110993,107.6
104,-16.17945,0.4261383,107.6
104,-16.22744,0.3291695,107.6
104,-16.25263,0.2806832,107.6
104,-16.27783,0.3609322,107.6
105,-16.312,0.2849564,107.6
105,-16.32932,0.2701866,107.6
105,-16.34924,0.2395836,107.6
105,-16.36656,0.2242821,107.6
106,-16.38089,0.3443398,107.6
106,-16.40279,0.3927605,107.6
106,-16.42468,0.4169689,107.6
107,-16.4357,0.4522932,107.6
107,-16.44411,0.4351272,107.6
107,-16.45192,0.4613723,107.6
107,-16.46033,0.3351783,107.6
107,-16.46414,0.2720776,107.6
107,-16.46774,0.2521391,107.6
107,-16.47195,0.2421699,107.6
107,-16.47635,0.3416736,107.6
107,-16.48436,0.3798174,107.6
107,-16.49197,0.3176171,107.6
107,-16.49658,0.2632969,107.6
107,-16.50019,0.3638491,107.6
107,-16.5088,0.4025132,107.6
113,-16.51701,0.3057488,107.6
113,-16.4846,0.2689747,107.6
113,-16.45039,0.2621958,107.6
113,-16.40718,0.2239781,107.6
113,-16.38017,0.2280894,107.6
113,-16.34056,0.230145,107.6
115,-16.29969,0.2195609,107.6
115,-16.24543,0.2374889,107.6
115,-16.19364,0.3393331,107.6
115,-16.09006,0.3786471,107.6
116,-15.9918,0.4099122,107.6
116,-15.8798,0.4487687,107.6
116,-15.7538,0.3172646,107.6
118,-15.7142,0.2863407,107.6
118,-15.63101,0.2476587,107.6
118,-15.56167,0.2283216,107.6
118,-15.49927,0.2418692,107.6
118,-15.41954,0.2138149,107.6
120,-15.36341,0.2462278,107.6
120,-15.25181,0.2159941,107.6
120,-15.18981,0.3401939,107.6
120,-15.00795,0.2745891,107.6
120,-14.94182,0.2533949,107.6
121,-14.84455,0.2311858,107.6
121,-14.75074,0.2549133,107.6
121,-14.64353,0.3248253,107.6
121,-14.49612,0.278513,107.6
121,-14.38891,0.2437449,107.6
121,-14.30851,0.354073,107.6
121,-14.12089,0.2815249,107.6
121,-14.04049,0.2568628,107.6
121,-13.93775,0.360632,107.6
121,-13.75013,0.3892966,107.6
121,-13.58485,0.3107486,107.6
121,-13.48658,0.2714708,107.6
121,-13.39724,0.2402276,107.6
121,-13.31683,0.2478222,107.6
121,-13.22302,0.3328917,107.6
121,-13.04881,0.2825462,107.6
120,-12.95141,0.2573734,107.6
120,-12.86874,0.2215631,107.6
120,-12.80675,0.2384938,107.6
120,-12.71168,0.2005152,107.6
120,-12.65382,0.239578,107.6
119,-12.54255,0.2242774,107.6
119,-12.47035,0.228239,107.6
119,-12.38294,0.2302198,107.6
119,-12.30693,0.2312102,107.6
119,-12.23472,0.3361938,107.6
117,-12.09764,0.3886856,107.6
117,-11.96602,0.4265434,107.6
117,-11.83127,0.4454723,107.6
117,-11.70905,0.3156164,107.6
117,-11.65578,0.2739085,107.6
117,-11.58683,0.2530507,107.6
117,-11.52102,0.2310176,107.6
117,-11.45522,0.3477094,107.6
117,-11.333,0.2783431,107.6
117,-11.27346,0.2552719,107.6
117,-11.20765,0.3482246,107.6
116,-11.08977,0.394701,107.6
116,-10.97777,0.3250628,107.6
116,-10.91057,0.2670197,107.6
116,-10.86017,0.2496102,107.6
115,-10.80437,0.2409054,107.6
115,-10.75752,0.3294294,107.6
115,-10.6564,0.280815,107.6
115,-10.61201,0.2448997,107.6
115,-10.56515,0.3662586,107.6
116,-10.43869,0.2760096,107.6
116,-10.39109,0.2657132,107.6
116,-10.32389,0.3418372,107.6
115,-10.2299,0.4031192,107.6
115,-10.12138,0.4221483,107.6
115,-10.02274,0.3271745,107.6
115,-9.98081,0.2680756,107.6
115,-9.931486,0.3662384,107.6
115,-9.830372,0.2876076,107.6
115,-9.778582,0.248296,107.6
115,-9.736656,0.2402445,107.6
115,-9.6824,0.2362226,107.6
115,-9.63061,0.2342116,107.6
115,-9.583752,0.2332061,107.6
115,-9.524563,0.2210914,107.6
115,-9.480171,0.226646,107.6
114,-9.431573,0.2294233,107.6
114,-9.386772,0.2772521,107.6
114,-9.324904,0.3011665,107.6
114,-9.267303,0.394392,107.6
113,-9.182317,0.4061766,107.6
113,-9.112133,0.3191848,107.6
113,-9.076141,0.2756927,107.6
113,-9.036551,0.3584388,107.6
112,-8.976154,0.3998081,107.6
112,-8.917484,0.4321009,107.6
112,-8.854414,0.3205426,107.6
112,-8.828012,0.2647597,107.6
112,-8.800144,0.3645805,107.6
112,-8.737074,0.4028789,107.6
111,-8.687275,0.3175398,107.6
111,-8.661217,0.2632582,107.6
111,-8.641956,0.2593414,107.6
111,-8.614765,0.2225509,107.6
111,-8.594372,0.3434723,107.6
111,-8.546787,0.3923286,107.6
111,-8.503735,0.416753,107.6
110,-8.46481,0.4289652,107.6
110,-8.431205,0.4466832,107.6
110,-8.395999,0.3394419,107.6
110,-8.379196,0.2858213,107.6
110,-8.362393,0.247399,107.6
110,-8.347991,0.2281879,107.6
110,-8.335189,0.3462946,107.6
110,-8.299983,0.2660275,107.6
110,-8.285581,0.2607222,107.6
110,-8.267178,0.3509498,107.6
110,-8.238373,0.3960674,107.6
110,-8.203167,0.314134,107.6
110,-8.187964,0.2847754,107.6
110,-8.167961,0.3629764,107.6
110,-8.138356,0.3904688,107.6
110,-8.107151,0.3229428,107.6
110,-8.089548,0.2659636,107.6
110,-8.072745,0.2490783,107.6
110,-8.056743,0.2406395,107.6
111,-8.039607,0.3293003,107.6
111,-7.999953,0.3968508,107.6
111,-7.952348,0.4306222,107.6
112,-7.898477,0.4359036,107.6
112,-7.845674,0.3804884,107.6
112,-7.798738,0.492105,107.6
112,-7.719533,0.4434211,107.6
112,-7.669664,0.4423031,107.6
112,-7.610994,0.4533483,107.6
113,-7.533791,0.4472667,107.6
113,-7.461789,0.444222,107.6
114,-7.394853,0.3382113,107.6
114,-7.350052,0.273594,107.6
114,-7.309518,0.2645054,107.6
114,-7.254051,0.2367449,107.6
114,-7.217783,0.3389611,107.6
114,-7.132449,0.2855809,107.6
114,-7.087648,0.2472788,107.6
114,-7.049247,0.35584,107.6
114,-6.955379,0.2824084,107.6
114,-6.919112,0.2573045,107.6
114,-6.870044,0.3492409,107.6
114,-6.788976,0.3952129,107.6
114,-6.699375,0.4181952,107.6
114,-6.618307,0.4529063,107.6
114,-6.524438,0.3309415,107.6
114,-6.486038,0.2815711,107.6
114,-6.44337,0.2452777,107.6
114,-6.396436,0.2387392,107.6
114,-6.360169,0.223858,107.6
114,-6.311101,0.2280293,107.6
114,-6.272701,0.3462115,107.6
114,-6.180966,0.3820863,107.6
114,-6.102031,0.4232438,107.6
113,-6.012763,0.4438225,107.6
113,-5.940761,0.3263996,107.6
113,-5.902959,0.2793001,107.6
113,-5.865158,0.3486306,107.6
112,-5.805689,0.2904156,107.6
112,-5.777821,0.2613043,107.6
112,-5.744085,0.2583644,107.6
112,-5.71035,0.2336706,107.6
112,-5.681015,0.3258159,107.6
111,-5.632278,0.3834966,107.6
111,-5.589207,0.4239489,107.6
111,-5.542736,0.4325632,107.6
110,-5.509731,0.378822,107.6
110,-5.487327,0.491268,107.6
108,-5.454385,0.3385143,107.6
108,-5.452116,0.4014578,107.6
108,-5.446775,0.3168292,107.6
108,-5.443571,0.2745149,107.6
106,-5.445433,0.2417458,107.6
106,-5.45343,0.3530735,107.6
106,-5.476353,0.3855173,107.6
106,-5.496078,0.3088552,107.6
106,-5.507806,0.2705279,107.6
104,-5.529809,0.3674646,107.6
104,-5.580217,0.2882206,107.6
104,-5.605422,0.2486025,107.6
103,-5.630491,0.2287896,107.6
103,-5.662695,0.2421071,107.6
103,-5.694899,0.23715,107.6
103,-5.730169,0.2114553,107.6
103,-5.754705,0.3495364,107.6
103,-5.82218,0.3837487,107.6
103,-5.877386,0.424075,107.6
102,-5.946194,0.328134,107.6
102,-5.98353,0.2569472,107.6
102,-6.015266,0.3722862,107.6
102,-6.093672,0.2790233,107.6
102,-6.125408,0.4878088,107.6
103,-6.222285,0.3483966,107.6
103,-6.252955,0.3019067,107.6
103,-6.292827,0.2554455,107.6
103,-6.318896,0.2438193,107.6
103,-6.349566,0.3424983,107.6
103,-6.409373,0.2757413,107.6
103,-6.440043,0.2655791,107.6
103,-6.475314,0.3533782,107.6
104,-6.525522,0.3856735,107.6
104,-6.568729,0.3089333,107.6
104,-6.593934,0.2705631,107.6
106,-6.612333,0.2629976,107.6
106,-6.624594,0.2243791,107.6
106,-6.632058,0.2166741,107.6
106,-6.642187,0.2244412,107.6
106,-6.655514,0.3328093,107.6
107,-6.668439,0.4102096,107.6
107,-6.676831,0.309597,107.6
107,-6.681026,0.2592907,107.6
107,-6.684823,0.350234,107.6
109,-6.668217,0.3028255,107.6
109,-6.657013,0.2559049,107.6
109,-6.64721,0.232437,107.6
109,-6.639274,0.2439346,107.6
110,-6.625937,0.2148475,107.6
110,-6.613935,0.2235203,107.6
110,-6.596332,0.2278566,107.6
110,-6.581929,0.2184205,107.6
110,-6.566727,0.2485306,107.6
111,-6.542457,0.2171456,107.6
111,-6.522055,0.2246693,107.6
111,-6.498252,0.2284388,107.6
111,-6.47445,0.3231961,107.6
111,-6.435913,0.3937987,107.6
113,-6.36671,0.417488,107.6
113,-6.294707,0.4409446,107.6
114,-6.215438,0.4294491,107.6
114,-6.138637,0.4353209,107.6
114,-6.049036,0.3337569,107.6
115,-6.003901,0.282975,107.6
115,-5.954568,0.2575916,107.6
115,-5.907701,0.2332804,107.6
115,-5.863301,0.3488408,107.6
115,-5.7523,0.3950091,107.6
116,-5.641301,0.4181009,107.6
116,-5.534901,0.4412434,107.6
116,-5.422902,0.3251139,107.6
116,-5.361302,0.2786611,107.6
116,-5.310902,0.3715235,107.6
116,-5.184903,0.3947461,107.6
116,-5.086903,0.3134696,107.6
116,-5.030903,0.2728389,107.6
116,-4.972104,0.3570081,107.6
116,-4.854504,0.4107047,107.6
117,-4.734639,0.4143291,107.6
117,-4.609307,0.4393651,107.6
116,-4.475575,0.4402713,107.6
116,-4.371975,0.3246278,107.6
116,-4.321576,0.2900223,107.6
116,-4.257176,0.2611077,107.6
116,-4.192776,0.235046,107.6
116,-4.142376,0.2220152,107.6
116,-4.086377,0.2271041,107.6
116,-4.027577,0.2180442,107.6
116,-3.982777,0.2367305,107.6
116,-3.909977,0.2228575,107.6
116,-3.859578,0.2855773,107.6
116,-3.767178,0.3285491,107.6
116,-3.674778,0.3384231,107.6
115,-3.588312,0.4130165,107.6
115,-3.484712,0.2993885,107.6
115,-3.440311,0.2774103,107.6
115,-3.381111,0.3708982,107.6
115,-3.277511,0.3944334,107.6
115,-3.18871,0.4178054,107.6
115,-3.087576,0.3249992,107.6
114,-3.042376,0.2786037,107.6
114,-2.993309,0.3715025,107.6
114,-2.903707,0.2786315,107.6
114,-2.871706,0.2554123,107.6
114,-2.824772,0.2321983,107.6
113,-2.786705,0.2321956,107.6
113,-2.748904,0.2321943,107.6
113,-2.709302,0.2322013,107.6
113,-2.671501,0.2205928,107.6
113,-2.6445,0.214781,107.6
112,-2.608832,0.3395911,107.6
112,-2.544295,0.4019962,107.6
112,-2.479758,0.3054903,107.6
112,-2.457757,0.2572297,107.6
112,-2.428422,0.302771,107.6
112,-2.385886,0.3255341,107.6
112,-2.337483,0.2788635,107.6
112,-2.308148,0.2671402,107.6
112,-2.27148,0.2380623,107.6
112,-2.246545,0.2119114,107.6
112,-2.220143,0.2220522,107.6
112,-2.187875,0.2155183,107.6
112,-2.161473,0.2470795,107.6
111,-2.128337,0.3325165,107.6
111,-2.0898,0.3984589,107.6
111,-2.042196,0.3966019,107.6
110,-2.001327,0.4421059,107.6
110,-1.967727,0.4300373,107.6
110,-1.937326,0.3078989,107.6
110,-1.922926,0.3048741,107.6
110,-1.903726,0.2453173,107.6
110,-1.890925,0.2271508,107.6
110,-1.872525,0.2296719,107.6
110,-1.856525,0.2541564,107.6
110,-1.835724,0.3360626,107.6
110,-1.806124,0.38862,107.6
110,-1.774923,0.4265106,107.6
109,-1.749655,0.36418,107.6
109,-1.737521,0.4839546,107.6
109,-1.711852,0.3580738,107.6
110,-1.696252,0.2835291,107.6
110,-1.680252,0.2346448,107.6
110,-1.669052,0.2450308,107.6
110,-1.650651,0.354716,107.6
111,-1.611918,0.3863348,107.6
111,-1.569985,0.4369799,107.6
111,-1.518985,0.3113702,107.6
111,-1.501985,0.2717816,107.6
112,-1.474386,0.2519949,107.6
112,-1.443586,0.242094,107.6
112,-1.412787,0.3300237,107.6
112,-1.355589,0.2695041,107.6
112,-1.332122,0.2740724,107.6
112,-1.296923,0.2183045,107.6
112,-1.273457,0.2252564,107.6
112,-1.242658,0.2287247,107.6
112,-1.208925,0.2536827,107.6
113,-1.171393,0.3358181,107.6
113,-1.106595,0.4001097,107.6
113,-1.030998,0.3974273,107.6
115,-0.9637319,0.4425186,107.6
115,-0.8576648,0.3257515,107.6
115,-0.8132645,0.2789799,107.6
115,-0.7663977,0.2555864,107.6
116,-0.7003977,0.2438897,107.6
116,-0.6499979,0.3309292,107.6
116,-0.5379984,0.4092695,107.6
115,-0.4192654,0.4020072,107.6
115,-0.3329317,0.4448162,107.6
115,-0.224398,0.3152883,107.6
115,-0.1775314,0.2621287,107.6
114,-0.1407314,0.2587728,107.6
114,-0.093798,0.2454905,107.6
114,-0.04899803,0.343334,107.6
114,0.03420198,0.2645472,107.6
114,0.07900196,0.271594,107.6
114,0.130202,0.2286772,107.6
114,0.162202,0.2188232,107.6
114,0.1984688,0.2255157,107.6
114,0.2475356,0.2520782,107.6
115,0.3054691,0.3234039,107.6
115,0.3868695,0.3822907,107.6
115,0.4880033,0.423346,107.6
